No,NaptanCode,CommonName
1029,73735389,Medical Centre
1030,73725623,Newholme Avenue
1031,73723495,Newholme Avenue
1032,73723497,Well Brae
1033,73724952,Darach Road
1034,73723936,Tomcroy Terrace
1035,73723879,High School Bus Park
1036,73724983,Knockard Road
1037,73724979,Lettoch Terrace
1038,73724972,Town Hall
1039,73723927,Inn
1040,73724837,Tulliemet Road End
1041,73724843,Denmarkfield
1042,73724838,Bute Drive
1043,73723929,Bute Drive
1044,73724835,Duncansby Way
1045,73723932,Duncansby Way
1046,73724842,ASDA
1047,73723782,ASDA
1048,73723934,Manse Road
1049,73724846,Manse Road
1050,73724927,Fairmount Road
1051,73723848,Fairmount Road
1052,73724384,Branklyn Gardens
1053,73723564,Road End
1054,73723476,Road End
1055,73723593,Glendoick Garden Centre
1056,73725492,Glendoick Garden Centre
1057,73723596,Drums Of Ardgaith
1058,73723597,North Murie
1059,73725493,North Murie
1060,73723598,Inchcoonans Road End
1061,73725494,Inchcoonans Road End
1062,73723623,Megginch Castle
1063,73723638,West Inchmichael Cottages
1064,73725495,Horn Milk Bar
1065,73723592,Horn Milk Bar
1066,73723627,Westown Road End
1067,73723628,Westown Road End
1068,73723629,Middlebank
1069,73723634,Meadowview Drive
1070,73723635,DEL-Meadowview
1071,73723632,Middlebank
1072,73725496,Meadowview Drive
1073,73724725,Glebe Park
1074,73723738,DEL-Glebe Park
1075,73723624,Community Centre
1076,73725636,Cottown
1077,73725686,Leetown
1078,73725689,School Wynd
1079,73725692,Primary School
1080,73725693,Viewlands
1081,73723568,Viewlands
1082,73723589,Old Knapp Road End
1083,73723575,Rosebank Cottage
1084,73725729,Rosebank Cottage
1085,73725369,Hotel
1086,73723272,Hotel
1087,73725698,Station Road
1088,73724752,Mary Findlay Drive
1089,73723728,Mary Findlay Drive
1090,73723582,DEL-The Drive
1091,73725724,DEL-The Drive
1092,73724768,Woodland Way
1093,73723793,Woodland Way
1094,73725727,Carse Place
1095,73724782,Carse Place
1096,73723783,Station Road
1097,73724727,Station Road
1098,73723784,Dryburgh Terrace
1099,73724693,Dryburgh Terrace
1100,73723785,Primary School
1101,73724697,Primary School
1102,73723585,Greystane Road
1103,73725697,Greystane Road
1104,73723587,Invergowrie Inn
1105,73725649,Invergowrie Inn
1106,73725652,Star Inn
1107,73723462,Star Inn
1108,73725653,Castle Brae
1109,73723257,Perth Mart
1110,73723824,Balmanno Park
1111,73724692,Kintillo Road
1112,73723749,Kintillo Road
1113,73725656,Kintillo Place
1114,73725657,Kintillo Place
1115,73723267,Paradise Avenue
1116,73725683,Paradise Avenue
1117,73725648,Pitkeathly Villas
1118,73723286,Pitkeathly Villas
1119,73724868,Road End
1120,73724536,Road End
1121,73723278,Broomhill
1122,73725674,Broomhill
1123,73723282,Croft Place
1124,73723795,Croft Place
1125,73723796,St Serfs Church
1126,73724787,St Serfs Church
1127,73724984,Wester Balgour
1128,73723798,Wester Balgour
1129,73723823,Oak Tree Cottage
1130,73723759,Oak Tree Cottage
1131,73725678,Millhaugh
1132,73723283,Millhaugh
1133,73725679,Rossiebank
1134,73723285,Rossiebank
1135,73725682,Pairney
1136,73725452,Pairney
1137,73725345,Broadfold Road End
1138,73723659,Broadfold Road End
1139,73723243,Ruthven Park
1140,73725478,Ruthven Park
1141,73723235,Darnley Hill
1142,73725372,Darnely Hill
1143,73725373,Abbey Road
1144,73723238,Caerlaverock
1145,73725376,Caerlaverock
1146,73725393,Knappilands
1147,73723239,Knappilands
1148,73725252,Loaninghead Flyover Southbound
1149,73724264,Loaninghead Flyover
1150,73725368,Drumcairn Road End
1151,73724969,Longfauld
1152,73723258,Longfauld
1153,73725259,DEL-Dam of Quoigss
1154,73725242,Woodside Cottage
1155,73724325,Woodside Cottage
1156,73725254,Balhaldie Filling Station
1157,73724327,Balhaldie Filling Station
1158,73724269,Sherrifmuir Close
1159,73725383,Sherrifmuir Close
1160,73723249,Coaching Inn
1161,73725386,Turning Circle
1162,73725387,Church
1163,73723253,Gleneagles Station Road End
1164,73723254,St Margarets Crescent
1165,73725392,St Margarets Crescent
1166,73723289,Orchil Crescent
1167,73724695,Orchil Crescent
1168,73723234,Drummond Avenue
1169,73725356,Drummond Avenue
1170,73725353,The Paddock
1171,73725378,The Paddock
1172,73724357,Murray Road
1173,73724352,Murray Road
1174,73725262,Perth Airport
1175,73724345,Perth Airport
1176,73724974,Pitroddie Road End
1177,73724349,Pitroddie Road End
1178,73723975,Laurieston
1179,73724794,Laurieston
1180,73724786,Rosefield
1181,73724362,Rosefield
1182,73723438,Croftanrigh
1183,73723439,Croftanrigh
1184,73725347,Bus Shelter
1185,73725348,Gray Park
1186,73723454,Gray Park
1187,73724836,Hall Crescent
1188,73725352,Station Road
1189,73725354,Lochty
1190,73723437,Lochty
1191,73723985,Lochty Industrial Est
1192,73724732,Lochty Industrial Est
1193,73724729,RN Stores
1194,73723984,RN Stores
1195,73724869,Gellyburn Road
1196,73723965,Bridgeton Store
1197,73723982,Roman Road
1198,73723979,Bridgeton Store
1199,73723976,Pigeon Rock
1200,73727686,Pigeon Rock
1201,73723463,Playing Fields
1202,73725343,DEL-Pitcairngreen
1203,73724369,Tibbermore Road End
1204,73724948,Tibbermore Road End
1205,73723465,Jubilee Park
1206,73723467,Jubilee Park
1207,73723472,Garage
1208,73725357,Garage
1209,73725358,Craigend Road End
1210,73723424,Craigend Road End
1211,73725359,Wester Keillour Road End
1212,73723298,Wester Keillour Road End
1213,73725363,Madderty Road End
1214,73723292,Madderty Road End
1215,73723295,Golf Course
1216,73725425,Golf Course
1217,73724737,Ochill View Gardens
1218,73724739,Ochill View Gardens
1219,73724274,Dollerie Terrace
1220,73724962,Dollerie Terrace
1221,73725474,Ramsay Street
1222,73724847,West High Street
1223,73724243,Milnab Street
1224,73724397,Nursing Home
1225,73724939,Nursing Home
1226,73724398,Macrosty Park
1227,73724929,Macrosty Park
1228,73723296,Dalvreck House
1229,73725454,Dalvreck House
1230,73723297,Monzievaird Village Hall
1231,73725456,Monzievaird Village Hall
1232,73723423,Comrie Croft
1233,73725457,Comrie Croft
1234,73725458,West Lodge Caravan Park
1235,73723287,West Lodge Caravan Park
1236,73723425,Library
1237,73725459,Library
1238,73724348,Post Office
1239,73724523,War Memorial
1240,73724587,Earnhope
1241,73724246,Glenlee
1242,73724936,Strowan Road
1243,73724937,Medical Centre
1244,73724973,White Church
1245,73724396,Stonefield
1246,73724935,Dunadin
1247,73724359,Parish Church
1248,73725475,Parish Church
1249,73724524,Bridge of Ross
1250,73724956,Bridge of Ross
1251,73725463,Dalchonzie
1252,73723428,Dalchonzie
1253,73723429,Station Road
1254,73725439,Station Road
1255,73724372,Arrans Hotel
1256,73723432,Arrans Hotel
1257,73724368,Achray House Hotel
1258,73723434,Achray House Hotel
1259,73724242,Four Seasons Hotel
1260,73725236,Burrell Square
1261,73724284,Meadow Place
1262,73726892,Graham Court
1263,73724684,Hollybush Road
1264,73725468,Broich Terrace
1265,73724852,Commissioner Street
1266,73724682,Turleum Road
1267,73725232,Fletcher Place
1268,73725465,Alligan Road
1269,73724986,Health Centre
1270,73724978,Sauchie Road
1271,73724575,Glenogle Court
1272,73724982,Laggan Road
1273,73724354,Laggan Road
1274,73724895,Angus Crescent
1275,73724236,Angus Crescent
1276,73725253,Morrisons Academy West
1277,73725246,Chapel Road
1278,73724323,Chapel Road
1279,73724749,McHaney Court
1280,73724237,McHaney Court
1281,73724643,Visitor Centre
1282,73723657,Monzie Road End
1283,73725473,Monzie Road End
1284,73725464,Road End
1285,73724934,DEL-Forteviot Road End
1286,73724863,DEL-Forteviot Road End
1287,73723652,Bus Bay
1288,73724965,Pitroddie Farm Road End
1289,73724297,Pitroddie Farm Road End
1290,73724257,Road End
1291,73724549,Road End
1292,73724569,Cruachan
1293,73723935,Cruachan
1294,73724562,Baledgarno
1295,73723767,Baledgarno
1296,73724832,Road End
1297,73723758,Phone Box
1298,73724346,Bank Of Scotland
1299,73723757,Library
1300,73723724,Waverly Court
1301,73723725,Strathmore Place
1302,73723697,Belmont Place
1303,73725395,Belmont Place
1304,73725396,Strathmore Place
1305,73723693,Cottage Hospital
1306,73723643,Cottage Hospital
1307,73725397,Belmont Castle
1308,73723646,Belmont Castle
1309,73725398,Meigle Road
1310,73723792,Kirkton Road
1311,73724789,Kirkton Road
1312,73723673,Honeyberry Drive
1313,73725438,Honeyberry Drive
1314,73724258,Sidlaw Road
1315,73725263,Sidlaw Road
1316,73725426,Boat Brae
1317,73723787,Newmilne Cottages
1318,73724724,Newmilne Cottages
1319,73723786,Hall Road
1320,73724765,Hall Road
1321,73723729,Wolfhill Road
1322,73724747,Wolfhill Road
1323,73723739,Ardblair Road
1324,73724767,Whinstead
1325,73723732,Essendy Road
1326,73723745,West Altamount lane
1327,73723746,West Altamount lane
1328,73723735,Ardblair Road
1329,73724285,Ann Street
1330,73724694,Ann Street
1331,73725428,Dunkeld Road
1332,73723679,Dunkeld Road
1333,73724278,Jessie Street
1334,73724296,High Street
1335,73724395,St Ninians Road
1336,73724925,St Ninians Road
1337,73724394,Airlie Place
1338,73724924,Airlie Place
1339,73724898,Briarbank
1340,73726939,Newhall Street
1341,73748746,Thorn
1342,73786938,Newlands Farm
1343,73726942,Prison
1344,73725936,Princes Street
1345,73725937,Edinburgh Road
1346,73725938,Edinburgh Road
1347,73725939,Prison
1348,73725942,Tesco
1349,73725943,Friarton Road
1350,73726452,Craigclowan School
1351,73725945,Friarton Road
1352,73725946,Cottages
1353,73725947,Cottages
1354,73725784,Wallacetown Road
1355,73725785,Wallacetown Road
1356,73725792,Side Street
1357,73725789,Side Street
1358,73726298,Balmanno Park
1359,73752543,Farragon Drive
1360,73752729,Taybridge Terrace
1361,73753539,Leetown
1362,73759258,Murray Terrace
1363,73758527,Viewlands Place
1364,73727975,Cottown
1365,73728356,Hill Farm Cottages
1366,73728263,Mains of Errol
1367,73725965,Nethermill
1368,73725967,Front Row
1369,73725968,Glenfoot Road
1370,73725732,Castlelaw Crescent
1371,73725734,Castlelaw Crescent
1372,73725735,Lismore
1373,73725736,Annfield
1374,73725737,Hotel
1375,73725738,Hotel
1376,73725743,Inkerman Alley
1377,73725745,Inkerman Alley
1378,73725746,Southfield
1379,73725747,Cemetery
1380,73726262,Duncrievie
1381,73726263,Duncrievie
1382,73725959,Elm Cottage
1383,73726264,Elm Cottage
1384,73726265,Ladeside
1385,73726269,Greenbank Road
1386,73726272,Greenbank Road
1387,73726273,Hillwood
1388,73726274,Fordel Road End
1389,73726275,Fordel Road End
1390,73726276,Bein Inn
1391,73726278,Bein Inn
1392,73725969,Balnagowan
1393,73725972,Balnagowan
1394,73725896,Ashley House
1395,73725897,Burleigh Road Junction
1396,73725898,Victoria Avenue
1397,73725923,Victoria Avenue
1398,73726379,Balado Crossroads
1399,73726239,Drumhead
1400,73725986,Fossoway Garage
1401,73725987,Fossoway Garage
1402,73725989,Post Office
1403,73726325,Gartwhinzean Loan
1404,73726326,Gartwhinzean Loan
1405,73726235,Naemoor Road
1406,73725836,Kirklands Hotel
1407,73725834,Lomond Mews
1408,73725837,Green Hotel
1409,73728234,Mains of Errol
1410,73725842,The Muirs
1411,73725843,Gallowhill Road
1412,73725845,Gallowhill Road
1413,73725752,Castle Wynd
1414,73725753,Castle Wynd
1415,73725757,St Kessogs Place
1416,73725758,Spar
1417,73725759,Sydney Crescent
1418,73725762,St Margaret's Hospital
1419,73725763,St Margaret's Hospital
1420,73726382,Berrydyke Farm
1421,73726383,Berrydyke Farm
1422,73726386,Greenhaugh Way
1423,73726387,Greenhaugh Way
1424,73726279,Allanbank Inn
1425,73726282,Allanbank Inn
1426,73726454,Mid Lane
1427,73746246,Leadenflower Place
1428,73734247,Lochend Farm Shop
1429,73748535,Lochend Farm Shop
1430,73734328,Garden Cottage
1431,73745685,Charlesfield
1432,73757425,Blairbell Cottage
1433,73739758,Charlesfield
1434,73732865,Garden Cottage
1435,73736954,Breadalbane Community Campus
1436,73734252,The Hub
1437,73787285,Rohallion
1438,73734569,Newlands Farm
1439,73745856,Loch Rannoch Hotel
1440,73749257,Clunbeg
1441,73734248,Clunbeg
1442,73769594,Dewars World of Whisky
1443,73736982,Moness Resort
1444,73745972,Griffin Wind Farm
1445,73734249,Griffin Wind Farm
1446,73793269,Auchingarrich Wildlife Centre
1447,73765825,Hydro Hotel
1448,73753793,West Lowbank Cottage
1449,73737238,Moness Resort
1450,73784375,Famous Grouse Experience
1451,73753895,The Lade
1452,73728264,Monart Road
1453,73753928,Clunie Bridge Road
1454,73793296,Clunie Bridge Road
1455,73757686,Depot
1456,73739894,Depot
1457,73784637,East Kirkton Farm
1458,73787289,East Kirkton Farm
1459,73765484,West Mains Farm
1460,73734256,West Mains Farm
1461,73739835,Donafuil
1462,73745868,Glenlyon Road End
1463,73748724,Glenlyon Road End
1464,73734257,Preston Watson Street
1465,73736975,Gleneagles Station
1466,73745737,Club
1467,73736978,Mains of Keithick Farm
1468,73748726,Mains of Keithick Farm
1469,73748723,Balmyle Farm
1470,73798956,Balmyle Farm
1471,73736976,Colbeggie
1472,73732872,Colbeggie
1473,73739839,Park and Ride
1474,73748698,Golf Club
1475,73736974,Greenloaning Farm
1476,73745864,Leadenflower Place
1477,73753728,Holly Place
1478,73728248,Lair
1479,73753748,Gwydyr Road
1480,73728259,Lair
1481,73757464,Addison Terrace
1482,73753754,Alligan Road
1483,73757592,Hillhead Farm
1484,73732873,Hillhead Farm
1485,73728252,Loch Leven Larder
1486,73728375,Loch Leven Larder
1487,73728435,Burleigh Sands
1488,73728524,Burleigh Sands
1489,73728954,Clova Avenue
1490,73757593,Millburn
1491,73769436,Millburn
1492,73796234,Foresters Croft
1493,73798954,Foresters Croft
1494,73757594,Co-op
1495,73757595,Inchbrakie Gardens
1496,73748727,Bus Turning Point
1497,73753756,Ochil View Gardens
1498,73762648,Hollybush Drive
1499,73753592,Hollybush Drive
1500,73753753,Medical Centre
1501,73762645,West Third
1502,73765485,West Third
1503,73753749,Milton of Machany
1504,73765487,Milton of Machany
1505,73736979,West Mains of Colquhalzie
1506,73784376,West Mains of Colquhalzie
1507,73769434,Dallich Road End
1508,73753752,Dallick Road End
1509,73757597,Mossgeil
1510,73769438,Mossgeil
1511,73765486,Millhills
1512,73784287,Millhills
1513,73769432,Dolleriemuir
1514,73757596,Dolleriemuir
1515,73765489,West Lowbank Cottage
1516,73784374,Westhill
1517,73732874,Westhill
1518,73769479,Cultybraggan
1519,73762647,Arlary road end
1520,73787325,Arlary road end
1521,73787342,Easter Balado
1522,73762652,Easter Balado
1523,73784378,Easter Clunie
1524,73762646,Gelvan road end
1525,73793238,Gelvan road end
1526,73769437,Mawcarse road end
1527,73787527,Balgedie Court
1528,73795986,Mawcarse road end
1529,73787328,Bogmiln Farm
1530,73793273,Bogmiln Farm
1531,73784382,Level Crossing
1532,73798949,Level Crossing
1533,73765483,East Leys Farm
1534,73795987,East Leys Farm
1535,73769435,Bankfoot road end
1536,73798952,Bankfoot road end
1537,73753827,Glenfoot Road
1538,73784379,Orchil Castle
1539,73796235,Orchil Castle
1540,73787329,Damside Farm
1541,73798953,Damside Farm
1542,73765628,Myreside Cottage
1543,73736989,Kinnaird House
1544,73784392,Kinnaird House
1545,73734267,Mains of Mause
1546,73784398,Mains of Mause
1547,73757638,Easter Denhead Farm
1548,73728274,Easter Denhead Farm
1549,73762679,Burnside Cottage
1550,73753784,Byres Farm
1551,73728262,Byres Farm
1552,73739838,Briarbank
1553,73728257,Scone of Lethendy
1554,73753765,Scone of Lethendy
1555,73748737,Balboughty Cottages
1556,73728256,Balboughty Cottages
1557,73798689,Cardney Lodge
1558,73792792,Cardney Lodge
1559,73793265,Fungarth
1560,73798783,Fungarth
1561,73787327,West Jordansone Farm
1562,73787326,West Jordansone Farm
1563,73793268,Mains of Persie
1564,73795989,Mains of Persie
1565,73796232,Finegand Farm
1566,73793267,Finegand Farm
1567,73728265,Burnside Cottage
1568,73734275,The Milton
1569,73793283,The Milton
1570,73798967,Wester Feddal Farm
1571,73796245,Glassick Farm
1572,73769459,School Bus Park
1573,73739849,Greenhill Farm
1574,73765498,Greenhill Farm
1575,73787359,Auchilhanzie
1576,73787352,Maple Road
1577,73796253,Feddal Road
1578,73748752,Feddal Road
1579,73769524,Thorn road end
1580,73728268,Easter Rattray
1581,73769439,Easter Rattray
1582,73762682,South Inch Car Park
1583,73757652,Tullybaccart Farm
1584,73757952,Hallyburton Lodge
1585,73728272,Hallyburton Lodge
1586,73734292,Black Watch Museum
1587,73765738,NISA
1588,73753879,Clashburn Way
1589,73787579,Levenbridge Place
1590,73737245,Levenbridge Place
1591,73795968,Waverly Court
1592,73757683,Easter Clunie
1593,73742437,Auchilhanzie
1594,73762689,Hotel
1595,73787437,Clashburn Way
1596,73725927,War Memorial
1597,73734269,South Inch Car Park
1598,73798957,Cultybraggan Camp
1599,73734253,Visitor Centre Car Park
1600,73734254,Perth Academy
1601,73739837,Palace
1602,73736973,Palace
1603,73739834,Wellmeadow
1604,73757573,Jamesfield
1605,73769256,Jamesfield
1606,73748725,Wellmeadow
1607,73745862,Leadketty Farm
1608,73762649,Leadketty Farm
1609,73725973,Post Office
1610,73725974,Post Office
1611,73725954,Village Shop
1612,73726436,War Memorial
1613,73726286,Road End
1614,73726398,Meggernie Castle
1615,73726424,Gallin
1616,73725765,Tilt Hotel
1617,73725767,Tilt Hotel
1618,73725978,Lay by 56
1619,73725979,Lay by 57
1620,73726347,Old Post Office
1621,73726349,Road End
1622,73726353,Riverside
1623,73726354,Riverside
1624,73726357,Loch Tummel Hotel Road End
1625,73726362,Pitagowan Road End
1626,73726363,Pitagowan Road End
1627,73725948,Dysart Road
1628,73725949,Dysart Road
1629,73725952,Post Office
1630,73728357,Beech Hedge
1631,73725432,Mountview Road
1632,73727635,DEL-Caledonian Road Primary School
1633,73725435,Ambulance Depot
1634,73724738,Hillend Road
1635,73723963,Church Street
1636,73725835,Kirklands Hotel
1637,73725838,Green Hotel
1638,73725839,The Muirs
1639,73734986,Innewan Gardens
1640,73728237,Innewan Place
1641,73725932,Orwell Bowling Club
1642,73728759,Co-op
1643,73728957,Twenty Shilling Wood
1644,73725934,Mayfield Gardens
1645,73725935,Mayfield Gardens
1646,73726375,Burnside Cottage
1647,73726376,Burnside Cottage
1648,73725823,Garage
1649,73725824,Lomond Inn
1650,73725825,Lomond Inn
1651,73726342,Well Inn
1652,73726345,Old Garage
1653,73725865,Smith Street
1654,73726253,Hatchbank Road
1655,73724734,Newton House
1656,73723875,Primary School
1657,73724656,Primary School
1658,73724625,Village Hall
1659,73723874,Village Hall
1660,73724564,Druids Park
1661,73723873,Druids Park
1662,73724572,Broompark
1663,73723872,Broompark
1664,73723878,Bus Shelter
1665,73724563,Bus Shelter
1666,73725437,Glendelvine Primary School
1667,73723687,Glendelvine Primary School
1668,73723858,Bishopryfauld
1669,73724593,Bishopryfauld
1670,73728535,Beech Hedge
1671,73728242,Twenty Shilling Wood
1672,73724527,Bendochy Crossroads
1673,73724858,Bendochy Crossroads
1674,73724347,Cherrybank
1675,73725264,Cherrybank
1676,73724328,Inn
1677,73725247,Inn
1678,73725248,Hawthorn Cottage
1679,73724545,DEL-Woodside Main Road
1680,73725257,DEL-Station Road
1681,73723969,Market Street
1682,73724324,DEL-Woodside Hall Crescent
1683,73726453,Millhill View
1684,73726254,Hatchbank Road
1685,73725826,Garage
1686,73723639,Farm Road End
1687,73723946,Post Office
1688,73724586,Post Office
1689,73723952,Post Office
1690,73724582,Post Office
1691,73723898,Hotel
1692,73724635,Hotel
1693,73723849,Hotel
1694,73724646,Hotel
1695,73723835,Hotel
1696,73724676,Hotel
1697,73726526,Tesco
1698,73726528,Dobbies Garden Centre
1699,73726548,Murray Place
1700,73726546,Russell Street
1701,73726543,East Brougham Street
1702,73726545,East Brougham Street
1703,73726723,Kirkhill House
1704,73726574,Marshall Way
1705,73726589,Marshall Way
1706,73726726,Hatton Place
1707,73726592,Hatton Place
1708,73726532,Loanfoot Park
1709,73726549,Loanfoot Park
1710,73726585,Glenisla Court
1711,73726579,Glendevon Court
1712,73726578,Play Park
1713,73726576,DEL-Glenalmond Road
1714,73726575,Ferguson Park Road
1715,73726593,Park
1716,73726594,Park
1717,73726596,Abbotsford Crescent
1718,73726597,Ash Grove
1719,73726598,Ash Grove
1720,73726536,Fairhill Drive
1721,73726537,Fairhill View
1722,73726538,Ochil Nursing Home
1723,73726539,Muircroft Terrace
1724,73726542,Perth Academy
1725,73726562,Buchan Drive
1726,73726564,Buchan Road
1727,73726565,Athollbank Drive
1728,73726567,Viewlands Place
1729,73726568,Academy
1730,73726569,Oakbank Crescent
1731,73726572,Oakbank Crescent
1732,73726534,Wilson Street
1733,73726757,Wilson Street
1734,73726762,Queens Court
1735,73726795,Queens Court
1736,73726763,Murray Crescent
1737,73726759,Murray Crescent
1738,73726765,Glamis Place
1739,73726767,Glamis Place
1740,73726768,Pitheavlis Terrace
1741,73726769,Pitheavlis Terrace
1742,73726782,Pickletullum Road
1743,73726783,Pickletullum Road
1744,73726784,Gray Street
1745,73726792,DEL-Gray Street
1746,73726796,Rosslyn House
1747,73726794,Muirfield Court
1748,73726785,Muirfield Court
1749,73726729,Haddon Road
1750,73726728,Farm Road
1751,73726734,Annat Road
1752,73726736,Goshen Terrace
1753,73726745,Mayfield Road
1754,73726727,Douglas Road
1755,73726756,Goshen Crescent
1756,73726754,Mayfield Terrace
1757,73726753,Cross Street
1758,73726752,Cross Street
1759,73726748,Robert Douglas Memorial Home
1760,73726747,Robert Douglas Memorial Home
1761,73726746,Library
1762,73726789,Library
1763,73726786,Lyon Avenue
1764,73726764,Birch Terrace
1765,73726737,Woollcombe Square
1766,73726738,Woollcombe Square
1767,73726739,Lime Grove
1768,73726758,Spoutwells Place
1769,73726743,RDM School East
1770,73726832,Taylor Park
1771,73726829,Taylor Park
1772,73726828,Hazelwood
1773,73726827,Sauchie Place
1774,73726826,Monteath Street
1775,73726825,Kincardine Road
1776,73726824,Morrisons Academy North
1777,73727479,Butterybank Road
1778,73727496,Butterybank Road
1779,73727495,Factory
1780,73727494,Factory
1781,73727493,Balmoral Road
1782,73727492,Balmoral Road
1783,73727489,Abernyte Link Road
1784,73727498,Craigclowan School
1785,73726823,Denmarkfield
1786,73727525,Denmarkfield
1787,73727497,Burnbrae Bridge
1788,73727487,Burnbrae Bridge
1789,73727485,Coldrain Road End
1790,73727979,Errol Park Estate
1791,73727476,Chance Inn
1792,73727474,Mill Farm
1793,73727465,Stormont Park
1794,73727452,Stormontfield Road
1795,73727437,Breadalbane Terrace
1796,73727484,Breadalbane Terrace
1797,73727436,Drummond Crescent
1798,73727435,Craigieholm Crossroads
1799,73727434,Craigieholm Crossroads
1800,73727432,Academy
1801,73727398,Mill of Peattie Crossroads
1802,73727356,Blairgowrie High School
1803,73727353,Church Hall
1804,73727345,Essendy Bridge
1805,73727342,Church
1806,73727297,Smithfield Crescent
1807,73727383,William Street
1808,73727287,War Memorial
1809,73728437,Mill Street
1810,73727276,Arnbog Farm
1811,73727265,Broadfold
1812,73727264,Broadfold
1813,73727397,Pier Road
1814,73727396,Pier Road
1815,73727243,Ardunie Road End
1816,73727242,Ardunie Road End
1817,73727239,Millhill View
1818,73727236,Pittencleroch Cottage
1819,73727235,Pittencleroch Cottage
1820,73727234,Abercairny Cottage
1821,73727232,Abercairny Cottage
1822,73726989,DEL-New Fowlis
1823,73726987,DEL-New Fowlis
1824,73726986,Post Box
1825,73726985,Rockingham
1826,73726984,Rockingham
1827,73726982,Lynemore
1828,73726979,Lynemore
1829,73726962,Park Village
1830,73726958,Morven Bank
1831,73726957,Morven Bank
1832,73726959,Loch Tummel Hotel
1833,73726952,Farm
1834,73726953,Farm
1835,73726945,War Memorial
1836,73726943,War Memorial
1837,73759379,Burnside Road
1838,73728324,House No 159
1839,73726932,Telephone Exchange
1840,73726925,Cranog Centre
1841,73726924,Cranog Centre
1842,73726923,Toll House
1843,73726898,Toll House
1844,73726897,Blair Castle
1845,73726862,Mains of Pittendriech
1846,73726857,Boatlands
1847,73726854,Cranley Farm
1848,73726853,Road End
1849,73726852,Road End
1850,73726843,Marshall Place
1851,73727873,Marshall Place
1852,73726927,Park and Ride
1853,73726842,Telephone Exchange
1854,73726834,Balado Wynd
1855,73727535,Stormont Road Surgery
1856,73727837,Stormont Road Surgery
1857,73727856,Greystanes
1858,73727684,RDM Institute
1859,73769458,Emma Street
1860,73769569,Emma Street
1861,73769854,Manor Gardens
1862,73737295,Manor Gardens
1863,73792827,Douglas Road
1864,73792987,Douglas Road
1865,73793495,Moyness Park Drive
1866,73728689,Moyness Park Drive
1867,73728935,Woodlands Park
1868,73795647,Woodlands Park
1869,73798647,Littleblair Drive
1870,73758732,Littleblair Drive
1871,73786785,Golf Course Road
1872,73729489,Golf Course Road
1873,73798984,Myreriggs Road
1874,73798754,Myreriggs Road
1875,73798787,Caravan Site
1876,73727869,Caravan Site
1877,73727567,Wallacetown Farm Road End
1878,73727875,Easter Essendy
1879,73727879,The Steading
1880,73727893,Drumellie
1881,73727867,Spoutwells Farm
1882,73727876,Hillocks of Gourdie
1883,73727964,Inverack
1884,73727695,Marshall Crescent
1885,73727697,Marshall Crescent
1886,73727584,Clach a Cheile
1887,73727585,Clach a Cheile
1888,73727587,The Holdings
1889,73727589,The Holdings East
1890,73727592,The Holdings East
1891,73727832,Lyndale
1892,73727954,Industrial Estate
1893,73727575,Crossgates
1894,73727576,DEL-Crossgates
1895,73727657,Megginch Castle
1896,73727594,School Wynd
1897,73727596,Primary School
1898,73727582,Road End
1899,73727573,Road End
1900,73727679,Slip Road
1901,73727956,Industrial Estate
1902,73727957,Aultbeag Road
1903,73727958,Aultbeag Road
1904,73727865,Laiken
1905,73727872,Royal Dunkeld Hotel
1906,73727825,Milton Road
1907,73727824,Milton Road
1908,73727826,Benchill View
1909,73727829,Linn Road
1910,73728527,Gowrie Farm
1911,73727849,Leys Crossroads
1912,73727848,Leys Crossroads
1913,73727847,Oakwood Cottages
1914,73727846,Oakwood Cottages
1915,73727638,Taymount Terrace
1916,73727639,Taymount Terrace
1917,73727678,Station Road
1918,73727674,James Street
1919,73727925,Queens Avenue
1920,73727923,Poplar Avenue
1921,73727924,Queens Avenue
1922,73727658,The Ibert Road End
1923,73727659,The Ibert Road End
1924,73727532,Gleneagles Trades Entrance
1925,73727593,Craigie Place
1926,73727578,Glentilt Terrace
1927,73727583,Quarry Road
1928,73727586,Moredun Terrace
1929,73727895,Cemetery
1930,73727896,Cemetery
1931,73727897,Whinstead
1932,73727898,Essendy Road
1933,73727542,Romangate
1934,73727543,Romangate
1935,73727565,Old Mill
1936,73727564,Old Mill
1937,73727572,Moncrieffe House
1938,73727569,Moncrieffe House
1939,73727642,High Street
1940,73727647,George Street
1941,73727959,Acarsaid Hotel
1942,73727574,Community Centre
1943,73727698,Slip Road Westbound
1944,73727945,Dunacree Road End
1945,73727946,Dunacree Road End
1946,73727942,Bolfracks Road East
1947,73727943,Bolfracks Road East
1948,73727935,Croftmoraig
1949,73727936,Croftmoraig
1950,73727928,Rustic Lodge
1951,73727927,Rustic Lodge
1952,73727854,Balnasium
1953,73727857,Balnasium
1954,73727852,Craggantoul
1955,73727853,Craggantoul
1956,73727845,Kiltyrie
1957,73727843,Kiltyrie
1958,73727839,Milton Morenish
1959,73727842,Milton Morenish
1960,73727834,Hotel
1961,73727836,Hotel
1962,73727863,Cragganruar
1963,73727864,Cragganruar
1964,73727938,Drumcharry Road End
1965,73727937,Drumcharry Road End
1966,73727934,Easter Auchtar
1967,73727932,Easter Auchtar
1968,73727546,Dunmore
1969,73727545,Dunmore
1970,73727696,Old Knapp Road End
1971,73727645,Kinnoull Street
